report_board,report_datetime,report_title,row_count
Minnesota Board of Pharmacy,4/13/2026 12:00:22 PM,Facility List - PH,2171

facility_name,license_type,license_nbr,description,grant_date,expire_date,address_line1,address_line2,city,county,state,zip,e_mail
U Of I Hospitals & Clinics Ambulatory Care Pharmacy,PH,265267,Active,02/13/2017,06/30/2026,"200 Hawkins Dr, Room Cc101-Gh",,Iowa City,,IA,52242,lisa-mascardo@uiowa.edu
U&Me Pharmacy LLC (dba) Southern Star Pharmacy,PH,266532,Active,03/15/2022,06/30/2026,6101 Windhaven Parkway,Ste 125,Plano,,TX,75093,info@southernstarrx.com
"Undefined Pharmacy, LLC (dba) Undefined Pharmacy",PH,266888,Active,02/21/2024,06/30/2026,266 King George Road,Suite C-2,Warren,,NJ,07059,info@undefinedrx.com
Union Pacific Railroad Employes Health Systems (dba) Depot Drug,PH,265146,Active,08/25/2016,06/30/2026,"1040 N 2200 W, Suite 200",,Salt Lake City,,UT,84116,pharmacy@depotdrug.com
United Community Pharmacy Corporation,PH,267150,Active,06/27/2025,06/30/2026,2500 New Brighton Blvd.,Suite 105,St Anthony,Hennepin,MN,55418,davidy@ucpharmacy.net
United Family Practice Health Center (dba) Riverland Community Health Center,PH,266727,Active,07/28/2023,06/30/2026,1026 West 7th Street,,St Paul,Ramsey,MN,55102,pharmacy@unitedfamillymedicine.org
"United Hospital District, Inc.",PH,264611,Active,01/01/2015,06/30/2026,515 S Moore St,,Blue Earth,Faribault,MN,56013,jbuseman@uhd.org
Unity Family Healthcare (dba) CHI St. Gabriel`s Health,PH,201045,Active,07/17/1975,06/30/2026,815 2nd Street SE,,Little Falls,Morrison,MN,56345,heather.rodriguez@commonspirit.org
Unity Point At Home,PH,265172,Active,10/07/2016,06/30/2026,11333 Aurora Ave,,Urbandale,,IA,50322,abby.ratzlaff@unitypoint.org
"Universal Arts Pharmacy, Inc. (dba) Universal Arts Compounding Pharmacy",PH,266744,Active,06/20/2023,06/30/2026,14350 NW 56th Ct,Unit 114,Opa Locka,,FL,33054,tharrold@uaprx.com
"Universal Pharmacy Services, LLC (dba) Apovia Pharmacy Services",PH,266562,Active,05/03/2022,06/30/2026,313 Henderson Drive,,Sharon Hill,,PA,19079,enyakoe@apoviarx.com
University of Chicago Medical Center (dba) UCMC Pharmacy Services,PH,266822,Active,09/26/2023,06/30/2026,1551 Huntington Drive,Suite B,Calumet City,,IL,60409,centralfillpharm@uchicagomedicine.org
University Of Chicago Medical Center (dba) University Of Chicago Dcam Outpatient Pharmacy,PH,265257,Active,01/23/2017,06/30/2026,"5758 S. Maryland Ave, Mc 9041",,Chicago,,IL,60637,ambulatorypharmacy@uchospitals.edu
University of Kentucky (dba) UK Specialty Pharmacy,PH,267181,Active,08/12/2025,06/30/2026,531 Wellington Way,,Lexington,,KY,40503,specialtypharmacy@uky.edu
University of Wisconsin Hospitals and Clinics Authority (dba) UW Health Pharmacy Services,PH,265705,Active,11/09/2018,06/30/2026,3185 Deming Way,,Middleton,,WI,53562,abaeten@uwhealth.org
University Pharmacy Inc. (dba) University Pharmacy,PH,262676,Active,10/14/2005,06/30/2026,1320 East 200 South,,Salt Lake City,,UT,84102,office@universitypharmacy.com
"University Rx Specialists, Inc.",PH,266918,Active,05/22/2024,06/30/2026,1875 Third Avenue,,San Diego,,CA,92101,customersupport@ucprx.com
"University Rx Specialists, LLC (dba) University Compounding Pharmacy",PH,267291,Active,11/26/2025,06/30/2026,1875 Third Avenue,,San Diego,,CA,92101,ucplicensing@fagron.com
"UpScript Pharmacy, LLC",PH,266470,Active,12/15/2021,06/30/2026,9826 South Jordan Gateway,,Sandy,,UT,84070,ldimick@upscripthealth.com
Uptown Pharmacy Inc,PH,266776,Active,09/18/2023,06/30/2026,200 W Lake St.,Ste. 126,Minneapolis,Hennepin,MN,55408,uptownpharmacys@gmail.com
UrgentMedRX LLC,PH,267095,Active,02/20/2025,06/30/2026,4901 nw 17th Way,#302,Ft. Lauderdale,,FL,33309,rph@urgentmedrx.com
"US Healthlink, LLC",PH,265259,Active,01/23/2017,06/30/2026,1516 E Hillcrest St #301,,Orlando,,FL,32803,pharmacy@ushealthlink.com
"US Med, LLC",PH,266773,Active,06/30/2023,06/30/2026,8491 NW 17th St,Ste #102,Miami,,FL,33126,licensing@usmed.com
VAKRATUNDA INC (dba) Bergen Pharmacy,PH,265990,Active,12/27/2019,06/30/2026,Vakratunda Inc.,194 Clinton Ave,Newark,,NJ,07108,ap@bergenrx.com
"Valiant Pharmacy Holdings, LLC (dba) Valiant Compounding Pharmacy",PH,266832,Active,09/29/2023,06/30/2026,1274 Anna J Stepp Dr.,,Ypsilanti,,MI,48197,eswidan@valiantrx.com
Valley Markets Incorporated ,PH,262446,Active,04/11/2005,06/30/2026,215 Pennington Avenue,,Thief River Falls,Pennington,MN,56701,pharmacy7@gohugos.com
Valley Markets Incorporated ,PH,262243,Active,12/12/2002,06/30/2026,224 14th Street Ne,,East Grand Forks,Polk,MN,56721,pharmacy5@gohugos.com
Valley Markets Incorporated (dba) Hugo's Family Marketplace,PH,262617,Active,04/21/2005,06/30/2026,1310 University Avenue,,Crookston,Polk,MN,56716,pharmacy4@gohugos.com
"Valley Markets, Incorporated (dba) Hugo's Family Marketplace",PH,266687,Active,12/08/2022,06/30/2026,300 West 1st St,,Fosston,Polk,MN,56542,pharmacy1@gohugos.com
"Valley Veterinary Clinic, LLC (dba) Valley Vet Supply",PH,266475,Active,12/23/2021,06/30/2026,1118 Pony Express Hwy,,Marysville,,KS,66508,pharmacy@valleyvet.com
"Value Specialty Pharmacy, LLC",PH,266955,Active,07/18/2024,06/30/2026,4200 Industrial Park Drive,,Altoona,,PA,16602,Specialtyrx@valuedrugco.com
"Valustar Pharmacy, LLC",PH,266887,Active,02/21/2024,06/30/2026,7501 Fannin St,Suite 900,Houston,,TX,77054,credentialing@biotekrx.com
Vanderbilt Integrated Pharmacy,PH,265180,Active,10/14/2016,06/30/2026,726 Melrose Ave,,Nashville,,TN,37211,pharmacy.contracts@vumc.org
Vanderbilt University Medical Center (dba) Vanderbilt Outpatient Pharmacy,PH,266595,Active,06/17/2022,06/30/2026,1211 Medical Center Dr TVC 1815,,Nashville,,TN,37232,pharmacy.contracts@vumc.org
VDNR Pharmacy LLC (dba) Lifeline Specialty Pharmacy,PH,267031,Active,10/21/2024,06/30/2026,6304 Woodside CT,STE 100,Columbia,,MD,21046,lifelinespecialty@gmail.com
"VectraRx Mail Pharmacy Services, LLC",PH,265793,Active,03/21/2019,06/30/2026,"10860 N. Mavinee Dr, Suite 100",,Oro Valley,,AZ,85737,joanna@vectrapharmacy.com
"VETCARA, L.L.C. (dba) Vet Rx Direct",PH,265665,Active,08/31/2018,06/30/2026,1900 James St,Ste 11,Coralville,,IA,52241,licensing@vetrxdirect.com
Veterinary Enterprises Of Tomorrow  ,PH,266005,Active,01/17/2020,06/30/2026,240 Main St,,Mountain View,,OK,73062,vetenterprises99@yahoo.com
Veterinary Pharmacy Corporation (dba) Veterinary Pharmaceutical Solutions,PH,265989,Active,01/14/2020,06/30/2026,2008 North Sunrise Dr,,St Peter,Nicollet,MN,56082,vpspharmacy@vetpharmsol.com
"Veterinary Provisions, Inc.",PH,263010,Active,04/19/2007,06/30/2026,1700 Cannon Rd,,Northfield,Rice,MN,55057,speterson@vetprovisions.com
"VetPharm, Inc. (dba) BCP Veterinary Pharmacy",PH,263362,Active,04/01/2009,06/30/2026,1614 Webster St,,Houston,,TX,77003,teresa@bcpvetpharm.com
Vibrix Pharmacy LLC,PH,267199,Active,09/16/2025,06/30/2026,384 S 400 W,Ste 200,Lindon,,UT,84042,licensing@vibrixpharmacy.com
"Vidrine Pharmaceutical Group, LLC (dba) Boudreaux's New Drug Store",PH,267088,Active,02/11/2025,06/30/2026,404 E. Prien Lake Rd,,Lake Charles,,LA,70601,jvidrine@bndsrx.com
"Village Fertility Pharmacy, LLC",PH,265405,Active,08/28/2017,06/30/2026,335 Bear Hill Road,Ste 1,Waltham,,MA,02451,jbarry@villagepharmacy.com
Village Lane Apothecary LLC (dba) Village Lane Apothecary,PH,266685,Active,12/01/2022,06/30/2026,"60 Village Lane, Suite 130",,Colleyville,,TX,76034,natalie.patten@villagelanerx.com
VLS Pharmacy Inc.,PH,265438,Active,11/01/2017,06/30/2026,4402 5th Ave,,Brooklyn,,NY,11220,gopeshvls@yahoo.com
"Volunteer Council of St. Peter Regional Treatment Center, Inc.",PH,200815,Active,06/26/1975,06/30/2026,100 Freeman Drive,,St Peter,Nicollet,MN,56082,ryan.j.hansen@state.mn.us
"VRP Partners, LLC (dba) Vanscoy Rare Pharmacy",PH,266970,Active,08/07/2024,06/30/2026,310 Merchant Lane,,Pittsburgh,,PA,15205,licensing@vanscoyrare.com
W & C Apothecary PLC (dba) The Apothecary,PH,263665,Active,03/07/2011,06/30/2026,"165 19th Street S, Suite 102",,Sartell,Stearns,MN,56377,info@theapothecarymn.com
"Wagg Veterinary Corp, Inc (dba) Bandana Rx",PH,266321,Active,05/12/2021,06/30/2026,"Wagg Veterinary Corp, Inc.","5600 Imhoff Dr, Ste E",Concord,,CA,94520,licensing@Bandanarx.com
Wal-Mart Pharmacy #10-1952,PH,261006,Active,04/24/1993,06/30/2026,8450 University Avenue Ne,,Fridley,Anoka,MN,55432,complic@wal-mart.com
Wal-Mart Pharmacy #10-2448,PH,264340,Active,03/12/2014,06/30/2026,9300 East Point Douglas Rd S,,Cottage Grove,Washington,MN,55016,complic@wal-mart.com
"Wal-Mart Stores East, LP (dba) Walmart Pharmacy #10-7611",PH,266842,Active,10/27/2023,06/30/2026,2501 Perry Rd,,Plainfield,,IN,46168,complic@wal-mart.com
"Wal-Mart Stores East, LP. (dba) Walmart Pharmacy #10-5315",PH,266850,Active,11/16/2023,06/30/2026,2354 Commerce Park Dr,,Orlando,,FL,32819,complic@wal-mart.com
Walgreen Co (dba) Walgreens #09633,PH,262706,Active,01/13/2006,06/30/2026,421 Paul Bunyan Drive NW,,Bemidji,Beltrami,MN,56601,taxlicenserenewals@walgreens.com
Walgreen Co (dba) Walgreens (#00828),PH,200881,Active,07/10/1975,06/30/2026,12 West 66th Street,,Richfield,Hennepin,MN,55423,taxlicenserenewals@walgreens.com
Walgreen Co (dba) Walgreens (#06056),PH,261960,Active,11/21/2000,06/30/2026,1965 Donegal Drive,,Woodbury,Dakota,MN,55125,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Health Care Center Pharmacy #15242,PH,263861,Active,04/06/2012,06/30/2026,"700 Research Drive, Bldg W",Suite 1151,Cary,,NC,27513,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Premise Health Wellness Center,PH,266221,Active,11/05/2020,06/30/2026,Walgreen Co.,"5410 Maryland Way, Suite 100Rx",Brentwood,,TN,37027,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens ,PH,263097,Active,10/03/2007,06/30/2026,703 East Main Street,,Albert Lea,Freeborn,MN,56007,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens ,PH,263154,Active,02/07/2008,06/30/2026,10905 Ulysses St Ne,,Blaine,Anoka,MN,55434,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens ,PH,263021,Active,05/11/2007,06/30/2026,1130 East 37th Street,,Hibbing,St Louis,MN,55746,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens ,PH,262707,Active,03/07/2006,06/30/2026,1100 2nd Street South,,Sartell,Stearns,MN,56377,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens ,PH,262876,Active,09/13/2006,06/30/2026,7940 Penn Avenue South,,Bloomington,Hennepin,MN,55431,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens ,PH,262897,Active,10/06/2006,06/30/2026,18267 Carson Court NW,,Elk River,Sherburne,MN,55330,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens ,PH,262963,Active,01/25/2007,06/30/2026,16750 County Rd 30,,Maple Grove,Hennepin,MN,55311-4523,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens ,PH,262891,Active,09/21/2006,06/30/2026,608 North Broadway Street,,New Ulm,Brown,MN,56073,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS,PH,260937,Active,08/24/1992,06/30/2026,4005 Vinewood Lane N,,Plymouth,Hennepin,MN,55442,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #01002,PH,262723,Active,04/04/2006,06/30/2026,3255 Vicksburg Lane North,,Plymouth,Hennepin,MN,55447,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #02038,PH,260509,Active,07/10/1988,06/30/2026,3240 West Lake Street,,Minneapolis,Hennepin,MN,55416,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #02766,PH,260971,Active,11/25/1992,06/30/2026,2010 Cliff Road,,Eagan,Dakota,MN,55122,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #03187,PH,261310,Active,01/16/1996,06/30/2026,1075 Highway 96 E,,White Bear Lake,Ramsey,MN,55127,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS #03293,PH,261126,Active,08/17/1994,06/30/2026,9273 S Highway Dr,,Circle Pines,Anoka,MN,55014,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS #03423,PH,261206,Active,11/03/1994,06/30/2026,1911 S Ferry St,,Anoka,Anoka,MN,55303,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #04320,PH,261474,Active,08/25/1997,06/30/2026,6390 Brooklyn Blvd.,,Brooklyn Center,Hennepin,MN,55429,rxm.04320@store.walgreens.com
Walgreen Co. (dba) Walgreens #05081,PH,261756,Active,10/01/1999,06/30/2026,4220 Lexington Ave S,,Eagan,Dakota,MN,55123,taxlicenserenewals@walgreens.com
Walgreen CO. (dba) Walgreens #05325,PH,261874,Active,03/16/2000,06/30/2026,3110 Chaska Blvd.,,Chaska,Carver,MN,55318,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #06573,PH,262019,Active,05/11/2001,06/30/2026,3470 River Rapids Dr NW,,Coon Rapids,Anoka,MN,55448,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #09728,PH,262716,Active,02/17/2006,06/30/2026,600 West 79th Street,,Chanhassen,Carver,MN,55317,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #09795,PH,260544,Active,02/28/1989,06/30/2026,1585 Randolph Avenue,,St Paul,Ramsey,MN,55105,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #10187,PH,260147,Active,08/13/1984,06/30/2026,900 Main Avenue,,Moorhead,Clay,MN,56560,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #10188,PH,260876,Active,01/06/1992,06/30/2026,1615 Queens Drive,,Woodbury,Dakota,MN,55125,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #10189,PH,262731,Active,04/14/2006,06/30/2026,1321 Oxford Street,,Worthington,Nobles,MN,56187,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #10473,PH,263077,Active,09/04/2007,06/30/2026,1700 Rice Street,,St Paul,Ramsey,MN,55113,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #10500,PH,200869,Active,07/10/1975,06/30/2026,1201 Miller Trunk Hwy,,Duluth,St Louis,MN,55811,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #10501,PH,263008,Active,04/03/2007,06/30/2026,5474 Mountain Iron Drive,,Virginia,St Louis,MN,55792,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #10641,PH,260343,Active,08/19/1986,06/30/2026,1274 Town Centre Drive,,Eagan,Dakota,MN,55123,taxlicenserenewals@store.walgreens.com
Walgreen Co. (dba) Walgreens #11157,PH,263189,Active,05/30/2008,06/30/2026,910 Broadway St,,Alexandria,Douglas,MN,56308,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #11250,PH,263388,Active,06/22/2009,06/30/2026,3913 W Old Shakopee Rd,,Bloomington,Hennepin,MN,55437,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #11374,PH,263358,Active,03/19/2009,06/30/2026,1023 1st Ave Ne,,Little Falls,Morrison,MN,56345,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #11419,PH,260907,Active,08/03/1992,06/30/2026,950 County Rd 42 W,,Burnsville,Dakota,MN,55337,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #11421,PH,263141,Active,01/17/2008,06/30/2026,1180 Arcade St,,St Paul,Ramsey,MN,55106,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #11690,PH,263211,Active,07/23/2008,06/30/2026,121 Depot Dr,,Waconia,Carver,MN,55387,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #11764,PH,263656,Active,02/17/2011,06/30/2026,790 N Plaza Drive,,Mendota Heights,Dakota,MN,55120,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #11835,PH,263382,Active,06/01/2009,06/30/2026,7200 Cedar Lake Rd S,,St Louis Park,Hennepin,MN,55426,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #11956,PH,263367,Active,04/17/2009,06/30/2026,17 Division Street,,Waite Park,Stearns,MN,56387,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #12131,PH,263363,Active,04/01/2009,06/30/2026,1301 1st St S,,Willmar,Kandiyohi,MN,56201,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #12403,PH,263268,Active,11/07/2008,06/30/2026,600 Village Center Drive,,North Oaks,Ramsey,MN,55127,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #12404,PH,263390,Active,07/16/2009,06/30/2026,3142 S Service Dr,,Red Wing,Goodhue,MN,55066,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #12434,PH,263402,Active,07/28/2009,06/30/2026,2499 Highway 7,,Excelsior,Hennepin,MN,55331,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #12509,PH,263492,Active,03/02/2010,06/30/2026,700 30th Ave S,,Moorhead,Clay,MN,56560,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #12510,PH,263336,Active,02/25/2009,06/30/2026,6025 Shenandoah Lane N,,Plymouth,Hennepin,MN,55446,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #12535,PH,263259,Active,10/24/2008,06/30/2026,1705 Commerce Dr,,North Mankato,Nicollet,MN,56003,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #12592,PH,263374,Active,05/08/2009,06/30/2026,326 W Lincoln Ave,,Fergus Falls,Otter Tail,MN,56537,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #12972,PH,263456,Active,12/22/2009,06/30/2026,100 Chalupsky Ave Se,,New Prague,Le Sueur,MN,56071,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #13163,PH,263503,Active,03/24/2010,06/30/2026,18 SE 10th St,,Grand Rapids,Itasca,MN,55744,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #13463,PH,263613,Active,11/17/2010,06/30/2026,1112 Civic Center Drive NW,,Rochester,Olmsted,MN,55901,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #13607,PH,260523,Active,10/01/1988,06/30/2026,4100 West Broadway Ave,,Robbinsdale,Hennepin,MN,55422,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #13685,PH,261045,Active,08/23/1993,06/30/2026,2635 Rice Street,,Roseville,Ramsey,MN,55113,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #13690,PH,263687,Active,04/27/2011,06/30/2026,2099 Ford Parkway,,St Paul,Ramsey,MN,55116,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #13753,PH,263742,Active,08/01/2011,06/30/2026,5033 Vernon Ave S,,Edina,Hennepin,MN,55436,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #13841,PH,263782,Active,11/08/2011,06/30/2026,2500 Winnetka Ave N,,Golden Valley,Hennepin,MN,55427,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #13842,PH,263683,Active,04/18/2011,06/30/2026,9 Central Ave E,,St Michael,Wright,MN,55376,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #13853,PH,260232,Active,08/12/1985,06/30/2026,4950 County Rd 101,,Minnetonka,Hennepin,MN,55345,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #13877,PH,200871,Active,07/10/1975,06/30/2026,1131 E Superior St,,Duluth,St Louis,MN,55802,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #13880,PH,260895,Active,04/27/1992,06/30/2026,115 2nd Ave N,,Sauk Rapids,Benton,MN,56379,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #13903,PH,263485,Active,02/12/2010,06/30/2026,101 Main Ave N,,Park Rapids,Hubbard,MN,56470,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #13938,PH,263488,Active,02/24/2010,06/30/2026,135 E Broadway St,,Monticello,Wright,MN,55362,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #15123,PH,263966,Active,09/21/2012,06/30/2026,3585 Lexington Ave N,,Arden Hills,Ramsey,MN,55126,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #15124,PH,263779,Active,10/28/2011,06/30/2026,1002 Highway 25 N,,Buffalo,Wright,MN,55313,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #15149,PH,263618,Active,12/06/2010,06/30/2026,1609 Kenwood Avenue,,Duluth,St Louis,MN,55811,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #15150,PH,264094,Active,04/10/2013,06/30/2026,2251 Commerce Blvd.,,Mound,Hennepin,MN,55364,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #15272,PH,260458,Active,08/20/1987,06/30/2026,1110 Larpenteur Ave W,,St Paul,Ramsey,MN,55113,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #15439,PH,264054,Active,03/01/2013,06/30/2026,215 Doddridge Ave,,Cloquet,Carlton,MN,55720,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #15560,PH,260463,Active,11/09/1987,06/30/2026,2700 Lincoln Dr,,Roseville,Ramsey,MN,55113,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #15679,PH,263590,Active,11/15/2010,06/30/2026,1055 Wayzata Blvd E,,Wayzata,Hennepin,MN,55391,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #15680,PH,264323,Active,01/31/2014,06/30/2026,945 Hwy 15 S,,Hutchinson,McLeod,MN,55350,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #15982,PH,260396,Active,03/30/1987,06/30/2026,2610 Central Ave NE,,Minneapolis,Hennepin,MN,55418,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #16057,PH,260545,Active,02/13/1989,06/30/2026,5428 Lyndale Ave S,,Minneapolis,Hennepin,MN,55419,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #16275,PH,260478,Active,02/22/1988,06/30/2026,655 Nicollet Mall,,Minneapolis,Hennepin,MN,55402,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #16279,PH,260383,Active,02/09/1987,06/30/2026,3121 E Lake St,,Minneapolis,Hennepin,MN,55406,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #16361,PH,260883,Active,02/03/1992,06/30/2026,2650 Hennepin Ave,,Minneapolis,Hennepin,MN,55408,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #16476,PH,200885,Active,07/10/1975,06/30/2026,398 Wabasha St N,,St Paul,Ramsey,MN,55102,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #21377,PH,266538,Active,03/24/2022,06/30/2026,1402 Central Ave NE,,East Grand Forks,Polk,MN,56721,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #21577,PH,266787,Active,08/01/2023,06/30/2026,3030 Centre Point Drive,Suite 700,Roseville,Ramsey,MN,55113,licenseadministration@walgreens.com
Walgreen Co. (dba) Walgreens #3122,PH,261114,Active,06/08/1994,06/30/2026,985 Geneva Ave N,,Oakdale,Washington,MN,55128,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens #7728,PH,262625,Active,07/14/2005,06/30/2026,17630 Kenwood Trail,,Lakeville,Dakota,MN,55044,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens (#00430),PH,200873,Active,07/10/1975,06/30/2026,5695 Duluth St,,Golden Valley,Hennepin,MN,55422,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#01303),PH,260258,Active,11/25/1985,06/30/2026,4323 Chicago Avenue,,Minneapolis,Hennepin,MN,55407,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#01751),PH,263168,Active,04/04/2008,06/30/2026,2920 White Bear Ave N,,Maplewood,Ramsey,MN,55109,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#01916),PH,260382,Active,02/01/1987,06/30/2026,13611 Grove Drive,,Maple Grove,Hennepin,MN,55311,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens (#01951),PH,262449,Active,06/01/2004,06/30/2026,612 4th Street NW,,Faribault,Rice,MN,55021,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#02078),PH,262522,Active,10/21/2004,06/30/2026,2134 Bunker Lake Blvd NW,,Andover,Anoka,MN,55304,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens (#02142),PH,260609,Active,09/15/1989,06/30/2026,734 Grand Avenue,,St Paul,Ramsey,MN,55105,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens (#02316),PH,262448,Active,06/21/2004,06/30/2026,2024 85th Avenue North,,Brooklyn Park,Hennepin,MN,55444,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens (#02460),PH,262434,Active,07/06/2004,06/30/2026,115 Garfield Street North,,Cambridge,Isanti,MN,55008,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#02496),PH,260809,Active,07/22/1991,06/30/2026,14700 Lac Lavon Drive,,Burnsville,Dakota,MN,55306,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#02509),PH,260810,Active,06/17/1991,06/30/2026,4916 France Avenue South,,Edina,Hennepin,MN,55410,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#02661),PH,260853,Active,10/28/1991,06/30/2026,15250 Cedar Avenue,,Apple Valley,Dakota,MN,55124,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#02769),PH,260852,Active,10/21/1991,06/30/2026,915 Wildwood Road,,White Bear Lake,Ramsey,MN,55115,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) Walgreens (#02805),PH,259859,Active,02/02/1981,06/30/2026,1133 South Robert Street,,West St Paul,Dakota,MN,55118,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#02935),PH,261094,Active,03/21/1994,06/30/2026,10686 University Avenue NW,,Coon Rapids,Anoka,MN,55448,taxlicenserenewals@walgreens.com
Walgreen Co. (dba) WALGREENS (#03101),PH,201135,Active,07/17/1975,06/30/2026,2505 West Division Street,,St Cloud,Stearns,MN,56301,taxlicenserenewals@walgreens.com
